1.0 1.0 7.756970 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 9.920268 3.508000 -0.438076 -1.154500 -0.063185 0.000000 0.000000
1.0 2.0 16.823678 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 18.360596 3.508000 -0.241606 -1.154500 -0.063185 0.000000 0.000000
1.0 4.0 34.573480 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 35.662094 3.508000 -0.125510 -1.154500 -0.063185 0.000000 0.000000
1.0 8.0 69.801828 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 70.572060 3.508000 -0.063641 -1.154500 -0.063185 0.000000 0.000000
1.0 16.0 140.066718 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 140.611471 3.508000 -0.031981 -1.154500 -0.063185 0.000000 0.000000
1.0 32.0 280.460871 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 280.846098 3.508000 -0.016019 -1.154500 -0.063185 0.000000 0.000000
2.0 1.0 1.476181 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 2.480067 0.877000 -0.219038 -0.577250 -0.047819 0.000000 0.000000
2.0 2.0 3.878485 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 4.590149 0.877000 -0.120803 -0.577250 -0.047819 0.000000 0.000000
2.0 4.0 8.411839 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.915523 0.877000 -0.062755 -0.577250 -0.047819 0.000000 0.000000
2.0 8.0 17.286740 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 17.643015 0.877000 -0.031821 -0.577250 -0.047819 0.000000 0.000000
2.0 16.0 34.900914 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 35.152868 0.877000 -0.015991 -0.577250 -0.047819 0.000000 0.000000
2.0 32.0 70.033359 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 70.211525 0.877000 -0.008010 -0.577250 -0.047819 0.000000 0.000000
4.0 1.0 0.041611 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.620017 0.219250 -0.109519 -0.288625 -0.034629 0.000000 0.000000
4.0 2.0 0.738090 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.147537 0.219250 -0.060401 -0.288625 -0.034629 0.000000 0.000000
4.0 4.0 1.939243 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 2.228881 0.219250 -0.031377 -0.288625 -0.034629 0.000000 0.000000
4.0 8.0 4.205919 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 4.410754 0.219250 -0.015910 -0.288625 -0.034629 0.000000 0.000000
4.0 16.0 8.643370 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.788217 0.219250 -0.007995 -0.288625 -0.034629 0.000000 0.000000
4.0 32.0 17.450457 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 17.552881 0.219250 -0.004005 -0.288625 -0.034629 0.000000 0.000000
