1.0 0.0625 2.219304 0.017485 3.343724 0.017127 -1.252419 0.000358 -1.257498 0.000358 0.088971 0.036656 0.052315 3.564018 3.508000 -1.130033 -1.154500 -0.063185 1.000000 0.000000
2.0 0.0625 0.229659 0.003363 0.847948 0.003211 -0.650289 0.000152 -0.652210 0.000152 0.033145 0.014599 0.018546 0.891004 0.877000 -0.565016 -0.577250 -0.047819 1.000000 0.000000
4.0 0.0625 -0.114420 0.000708 0.207892 0.000645 -0.338312 0.000063 -0.339275 0.000063 0.012132 0.005571 0.006560 0.222751 0.219250 -0.282508 -0.288625 -0.034629 1.000000 0.000000
6.0 0.0625 -0.128591 0.000320 0.098636 0.000289 -0.232560 0.000032 -0.233167 0.000032 0.006703 0.003132 0.003571 0.099000 0.097444 -0.188339 -0.192417 -0.028035 1.000000 0.000000
8.0 0.0625 -0.116884 0.000233 0.059321 0.000209 -0.178205 0.000024 -0.178632 0.000024 0.004392 0.002072 0.002320 0.055688 0.054813 -0.141254 -0.144313 -0.023884 1.000000 0.000000
10.0 0.0625 -0.104151 0.000127 0.039768 0.000109 -0.144880 0.000018 -0.145242 0.000018 0.003161 0.001501 0.001660 0.035640 0.035080 -0.113003 -0.115450 -0.020968 1.000000 0.000000
40.0 0.0625 -0.035275 0.000010 0.004252 0.000008 -0.039567 0.000002 -0.039638 0.000002 0.000405 0.000198 0.000207 0.002228 0.002193 -0.028251 -0.028863 -0.008362 1.000000 0.000000
1.0 0.125 2.352735 0.019615 3.467931 0.019096 -1.243196 0.000520 -1.248290 0.000519 0.088800 0.036656 0.052143 3.727579 3.508000 -1.077938 -1.154500 -0.063185 1.000000 0.000000
2.0 0.125 0.242912 0.004562 0.857724 0.004380 -0.646813 0.000181 -0.648738 0.000181 0.033135 0.014599 0.018535 0.931895 0.877000 -0.538969 -0.577250 -0.047819 1.000000 0.000000
4.0 0.125 -0.107281 0.001932 0.214116 0.001802 -0.337397 0.000130 -0.338360 0.000130 0.012131 0.005571 0.006559 0.232974 0.219250 -0.269484 -0.288625 -0.034629 1.000000 0.000000
