0.049352 0.087128 0.001988
0.105754 0.209900 0.001359
0.168835 0.350175 0.001279
0.233421 0.491888 0.001248
0.298538 0.616351 0.001186
0.363902 0.711384 0.001111
0.429400 0.775260 0.001018
0.494979 0.819854 0.000933
0.560610 0.849673 0.000857
0.626277 0.872810 0.000789
0.691970 0.889919 0.000732
0.757682 0.904457 0.000679
0.823408 0.917080 0.000633
0.889146 0.926993 0.000596
0.954892 0.935909 0.000560
1.020646 0.943655 0.000529
1.086406 0.950191 0.000501
1.152170 0.955844 0.000473
1.217939 0.960956 0.000450
1.283711 0.965493 0.000425
1.349486 0.969804 0.000409
1.415264 0.973432 0.000388
1.481043 0.976956 0.000367
1.546825 0.980123 0.000350
1.612609 0.982719 0.000336
1.678393 0.984612 0.000323
1.744180 0.986627 0.000308
1.809967 0.988279 0.000295
1.875756 0.989812 0.000283
1.941545 0.991702 0.000271
2.007335 0.993055 0.000258
2.073127 0.994509 0.000252
2.138918 0.995771 0.000239
2.204711 0.996642 0.000230
2.270504 0.997752 0.000223
2.336297 0.998442 0.000214
2.402091 0.999225 0.000206
2.467886 1.000179 0.000201
2.533681 1.000800 0.000194
2.599476 1.001528 0.000187
2.665272 1.001934 0.000183
2.731068 1.002262 0.000177
2.796864 1.002858 0.000172
2.862660 1.003146 0.000169
2.928457 1.003499 0.000164
2.994254 1.003723 0.000161
3.060052 1.004006 0.000156
3.125849 1.004426 0.000155
3.191647 1.004874 0.000151
