0.039171 0.027715 0.001712
0.083937 0.075880 0.001218
0.134005 0.147521 0.001256
0.185266 0.235866 0.001360
0.23695 0.328107 0.001422
0.288829 0.414271 0.001434
0.340815 0.491937 0.001418
0.392865 0.556570 0.001349
0.444956 0.611996 0.001286
0.497076 0.658911 0.001212
0.549217 0.700192 0.001139
0.601372 0.735628 0.001069
0.653539 0.766557 0.000996
0.705715 0.793679 0.000938
0.757898 0.818070 0.000877
0.810087 0.838504 0.000824
0.862281 0.856647 0.000780
0.914478 0.873367 0.000742
0.966679 0.887790 0.000701
1.018882 0.900315 0.000666
1.071088 0.912064 0.000623
1.123295 0.922404 0.000601
1.175505 0.931827 0.000566
1.227716 0.940136 0.000543
1.279928 0.948182 0.000520
1.332142 0.954834 0.000498
1.384356 0.961022 0.000480
1.436572 0.966322 0.000457
1.488788 0.971556 0.000442
1.541005 0.975966 0.000425
1.593223 0.979877 0.000412
1.645442 0.983966 0.000398
1.697661 0.987501 0.000383
1.74988 0.990275 0.000373
1.8021 0.993415 0.000362
1.85432 0.995944 0.000352
1.906541 0.998157 0.000339
1.958762 1.000048 0.000330
2.010984 1.001806 0.000320
2.063205 1.003544 0.000310
2.115427 1.005346 0.000304
2.16765 1.006626 0.000295
2.219872 1.007702 0.000288
2.272095 1.009043 0.000281
2.324318 1.010049 0.000273
2.376541 1.011078 0.000268
2.428765 1.011907 0.000263
2.480988 1.012719 0.000258
2.533212 1.013149 0.000256
