0.039171 0.007215 0.003863
0.083937 0.007850 0.001766
0.134005 0.017231 0.001339
0.185266 0.033192 0.001219
0.236950 0.058604 0.001174
0.288829 0.088650 0.001220
0.340815 0.127416 0.001280
0.392865 0.171810 0.001395
0.444956 0.221971 0.001514
0.497076 0.276008 0.001659
0.549217 0.332032 0.001839
0.601372 0.390732 0.002039
0.653539 0.449087 0.002241
0.705715 0.505635 0.002452
0.757898 0.560638 0.002641
0.810087 0.611999 0.002844
0.862281 0.660863 0.003031
0.914478 0.705326 0.003199
0.966679 0.745541 0.003368
1.018882 0.781782 0.003518
1.071088 0.814284 0.003649
1.123295 0.843075 0.003783
1.175505 0.867976 0.003878
1.227716 0.890270 0.003977
1.279928 0.909570 0.004069
1.332142 0.925932 0.004145
1.384356 0.940389 0.004226
1.436572 0.953164 0.004274
1.488788 0.963952 0.004328
1.541005 0.973581 0.004369
1.593223 0.981376 0.004406
1.645442 0.988288 0.004441
1.697661 0.994606 0.004465
1.749880 0.999614 0.004486
1.802100 1.003821 0.004515
1.854320 1.007919 0.004534
1.906541 1.010774 0.004551
1.958762 1.014030 0.004568
2.010984 1.016417 0.004583
2.063205 1.018307 0.004587
2.115427 1.020211 0.004601
2.167650 1.021714 0.004614
2.219872 1.023204 0.004618
2.272095 1.024239 0.004620
2.324318 1.024984 0.004622
2.376541 1.025784 0.004623
2.428765 1.026515 0.004625
2.480988 1.027370 0.004637
2.533212 1.027633 0.004628
