0.039171 0.000234 0.000311
0.083937 0.000067 0.000042
0.134005 0.000339 0.000062
0.185266 0.001265 0.000101
0.23695 0.003137 0.000141
0.288829 0.007092 0.000196
0.340815 0.014233 0.000281
0.392865 0.025739 0.000385
0.444956 0.043070 0.000509
0.497076 0.067474 0.000640
0.549217 0.099446 0.000768
0.601372 0.139784 0.000908
0.653539 0.187590 0.001037
0.705715 0.242903 0.001136
0.757898 0.302692 0.001211
0.810087 0.367798 0.001269
0.862281 0.434462 0.001288
0.914478 0.502333 0.001262
0.966679 0.568937 0.001231
1.018882 0.633027 0.001172
1.071088 0.693393 0.001131
1.123295 0.749045 0.001080
1.175505 0.799800 0.001027
1.227716 0.844868 0.000985
1.279928 0.884343 0.000952
1.332142 0.917843 0.000937
1.384356 0.946324 0.000925
1.436572 0.970477 0.000925
1.488788 0.989707 0.000908
1.541005 1.005987 0.000910
1.593223 1.017779 0.000906
1.645442 1.026990 0.000896
1.697661 1.033884 0.000899
1.74988 1.037790 0.000874
1.8021 1.041495 0.000856
1.85432 1.042970 0.000832
1.906541 1.043913 0.000816
1.958762 1.043814 0.000779
2.010984 1.043385 0.000760
2.063205 1.042981 0.000735
2.115427 1.041856 0.000703
2.16765 1.040528 0.000670
2.219872 1.039290 0.000648
2.272095 1.038040 0.000620
2.324318 1.036888 0.000609
2.376541 1.035607 0.000585
2.428765 1.034297 0.000575
2.480988 1.033450 0.000576
2.533212 1.033008 0.000575
