0.039171 0.136916 0.000442
0.083937 0.183772 0.000240
0.134005 0.235957 0.000199
0.185266 0.286124 0.000170
0.236950 0.336348 0.000148
0.288829 0.388696 0.000129
0.340815 0.443281 0.000116
0.392865 0.498911 0.000109
0.444956 0.552674 0.000105
0.497076 0.602836 0.000100
0.549217 0.648263 0.000094
0.601372 0.688978 0.000089
0.653539 0.724916 0.000085
0.705715 0.756537 0.000079
0.757898 0.784746 0.000074
0.810087 0.809508 0.000069
0.862281 0.831596 0.000065
0.914478 0.851207 0.000062
0.966679 0.868571 0.000058
1.018882 0.884168 0.000055
1.071088 0.898062 0.000053
1.123295 0.910461 0.000051
1.175505 0.921569 0.000049
1.227716 0.931482 0.000047
1.279928 0.940417 0.000045
1.332142 0.948473 0.000042
1.384356 0.955683 0.000041
1.436572 0.962139 0.000039
1.488788 0.968015 0.000038
1.541005 0.973350 0.000037
1.593223 0.978011 0.000035
1.645442 0.982351 0.000034
1.697661 0.986225 0.000033
1.749880 0.989774 0.000032
1.802100 0.992987 0.000031
1.854320 0.995869 0.000030
1.906541 0.998475 0.000030
1.958762 1.000777 0.000028
2.010984 1.002927 0.000027
2.063205 1.004833 0.000027
2.115427 1.006589 0.000027
2.167650 1.008153 0.000026
2.219872 1.009599 0.000025
2.272095 1.010834 0.000024
2.324318 1.012004 0.000024
2.376541 1.012994 0.000023
2.428765 1.013894 0.000022
2.480988 1.014706 0.000022
2.533212 1.015410 0.000022
