0.049352 0.000000 0.000000
0.105754 0.000021 0.000004
0.168835 0.000064 0.000004
0.233421 0.000228 0.000006
0.298538 0.000708 0.000008
0.363902 0.001809 0.000011
0.429400 0.004248 0.000016
0.494979 0.009065 0.000023
0.560610 0.017798 0.000031
0.626277 0.032374 0.000045
0.691970 0.055234 0.000065
0.757682 0.088659 0.000092
0.823408 0.135063 0.000131
0.889146 0.195679 0.000173
0.954892 0.270864 0.000227
1.020646 0.359814 0.000286
1.086406 0.459901 0.000355
1.152170 0.567188 0.000417
1.217939 0.677086 0.000478
1.283711 0.784490 0.000534
1.349486 0.884113 0.000585
1.415264 0.971655 0.000618
1.481043 1.044270 0.000645
1.546825 1.099965 0.000655
1.612609 1.138348 0.000650
1.678393 1.160322 0.000642
1.744180 1.167360 0.000621
1.809967 1.162452 0.000600
1.875756 1.148234 0.000566
1.941545 1.127709 0.000529
2.007335 1.103496 0.000494
2.073127 1.078227 0.000457
2.138918 1.053633 0.000413
2.204711 1.031455 0.000377
2.270504 1.012541 0.000348
2.336297 0.997545 0.000322
2.402091 0.986740 0.000298
2.467886 0.979901 0.000276
2.533681 0.976830 0.000256
2.599476 0.976800 0.000241
2.665272 0.979514 0.000230
2.731068 0.984020 0.000220
2.796864 0.989894 0.000210
2.862660 0.996446 0.000205
2.928457 1.003156 0.000200
2.994254 1.009493 0.000198
3.060052 1.015164 0.000197
3.125849 1.019874 0.000197
3.191647 1.023594 0.000199
